# Station : Summerstown (14940) 
# Time Zone: EST
# Chart Datum is 46.243 metres above IGLD 1985
# For Real Time Water Levels Call 613-931-2089
Date,Time,Height
2019/06/03,21:00,0.476
2019/06/03,22:00,0.477
2019/06/03,23:00,0.489
2019/06/04,00:00,0.486
2019/06/04,01:00,0.482
2019/06/04,02:00,0.482
2019/06/04,03:00,0.482
2019/06/04,04:00,0.483
2019/06/04,05:00,0.487
2019/06/04,06:00,0.492
2019/06/04,07:00,0.479
2019/06/04,08:00,0.484
2019/06/04,09:00,0.487
2019/06/04,10:00,0.487
2019/06/04,11:00,0.494
2019/06/04,12:00,0.496
2019/06/04,13:00,0.496
2019/06/04,14:00,0.497
2019/06/04,15:00,0.458
2019/06/04,16:00,0.425
2019/06/04,17:00,0.423
2019/06/04,18:00,0.456
2019/06/04,19:00,0.471
2019/06/04,20:00,0.469
2019/06/04,21:00,0.481
2019/06/04,22:00,0.486
2019/06/04,23:00,0.486
2019/06/05,00:00,0.487
2019/06/05,01:00,0.498
2019/06/05,02:00,0.497
2019/06/05,03:00,0.499
2019/06/05,04:00,0.505
2019/06/05,05:00,0.497
2019/06/05,06:00,0.503
2019/06/05,07:00,0.487
2019/06/05,08:00,0.501
2019/06/05,09:00,0.507
2019/06/05,10:00,0.508
2019/06/05,11:00,0.505
2019/06/05,12:00,0.508
2019/06/05,13:00,0.509
2019/06/05,14:00,0.513
2019/06/05,15:00,0.511
2019/06/05,16:00,0.511
2019/06/05,17:00,0.512
2019/06/05,18:00,0.516
2019/06/05,19:00,0.513
2019/06/05,20:00,0.512
2019/06/05,21:00,0.515
2019/06/05,22:00,0.52
2019/06/05,23:00,0.518
2019/06/06,00:00,0.521
2019/06/06,01:00,0.523
2019/06/06,02:00,0.515
2019/06/06,03:00,0.522
2019/06/06,04:00,0.523
2019/06/06,05:00,0.527
2019/06/06,06:00,0.522
2019/06/06,07:00,0.526
2019/06/06,08:00,0.53
2019/06/06,09:00,0.527
2019/06/06,10:00,0.534
2019/06/06,11:00,0.535
2019/06/06,12:00,0.539
2019/06/06,13:00,0.544
2019/06/06,14:00,0.544
2019/06/06,15:00,0.544
2019/06/06,16:00,0.554
2019/06/06,17:00,0.552
2019/06/06,18:00,0.551
2019/06/06,19:00,0.56
2019/06/06,20:00,0.557
2019/06/06,21:00,0.564
2019/06/06,22:00,0.561
2019/06/06,23:00,0.562
2019/06/07,00:00,0.551
2019/06/07,01:00,0.56
2019/06/07,02:00,0.561
2019/06/07,03:00,0.56
2019/06/07,04:00,0.564
2019/06/07,05:00,0.561
2019/06/07,06:00,0.565
2019/06/07,07:00,0.56
2019/06/07,08:00,0.567
2019/06/07,09:00,0.566
2019/06/07,10:00,0.56
2019/06/07,11:00,0.557
2019/06/07,12:00,0.565
2019/06/07,13:00,0.56
2019/06/07,14:00,0.548
2019/06/07,15:00,0.559
2019/06/07,16:00,0.56
2019/06/07,17:00,0.561
2019/06/07,18:00,0.563
2019/06/07,19:00,0.564
2019/06/07,20:00,0.558
2019/06/07,21:00,0.562
2019/06/07,22:00,0.554
2019/06/07,23:00,0.549
2019/06/08,00:00,0.555
2019/06/08,01:00,0.551
2019/06/08,02:00,0.553
2019/06/08,03:00,0.558
2019/06/08,04:00,0.558
2019/06/08,05:00,0.553
2019/06/08,06:00,0.554
2019/06/08,07:00,0.554
2019/06/08,08:00,0.553
2019/06/08,09:00,0.556
2019/06/08,10:00,0.554
2019/06/08,11:00,0.557
2019/06/08,12:00,0.548
2019/06/08,13:00,0.546
2019/06/08,14:00,0.549
2019/06/08,15:00,0.556
2019/06/08,16:00,0.547
2019/06/08,17:00,0.546
2019/06/08,18:00,0.548
2019/06/08,19:00,0.547
2019/06/08,20:00,0.544
2019/06/08,21:00,0.523
2019/06/08,22:00,0.538
2019/06/08,23:00,0.538
2019/06/09,00:00,0.54
2019/06/09,01:00,0.543
2019/06/09,02:00,0.541
2019/06/09,03:00,0.537
2019/06/09,04:00,0.541
2019/06/09,05:00,0.537
2019/06/09,06:00,0.531
2019/06/09,07:00,0.533
2019/06/09,08:00,0.533
2019/06/09,09:00,0.536
2019/06/09,10:00,0.536
2019/06/09,11:00,0.536
2019/06/09,12:00,0.538
2019/06/09,13:00,0.539
2019/06/09,14:00,0.534
2019/06/09,15:00,0.536
2019/06/09,16:00,0.518
2019/06/09,17:00,0.537
2019/06/09,18:00,0.535
2019/06/09,19:00,0.536
2019/06/09,20:00,0.538
2019/06/09,21:00,0.529
2019/06/09,22:00,0.539
2019/06/09,23:00,0.538
2019/06/10,00:00,0.534
2019/06/10,01:00,0.537
2019/06/10,02:00,0.537
2019/06/10,03:00,0.542
2019/06/10,04:00,0.545
2019/06/10,05:00,0.543
2019/06/10,06:00,0.545
2019/06/10,07:00,0.545
2019/06/10,08:00,0.541
2019/06/10,09:00,0.543
2019/06/10,10:00,0.55
2019/06/10,11:00,0.548
2019/06/10,12:00,0.55
2019/06/10,13:00,0.547
2019/06/10,14:00,0.543
2019/06/10,15:00,0.539
2019/06/10,16:00,0.542
2019/06/10,17:00,0.548
2019/06/10,18:00,0.546
2019/06/10,19:00,0.538
2019/06/10,20:00,0.547
2019/06/10,21:00,0.551
2019/06/10,22:00,0.56
2019/06/10,23:00,0.566
2019/06/11,00:00,0.558
2019/06/11,01:00,0.558
2019/06/11,02:00,0.56
2019/06/11,03:00,0.558
2019/06/11,04:00,0.57
2019/06/11,05:00,0.545
2019/06/11,06:00,0.519
2019/06/11,07:00,0.51
2019/06/11,08:00,0.529
2019/06/11,09:00,0.517
2019/06/11,10:00,0.522
2019/06/11,11:00,0.525
2019/06/11,12:00,0.537
2019/06/11,13:00,0.533
2019/06/11,14:00,0.538
2019/06/11,15:00,0.54
2019/06/11,16:00,0.544
2019/06/11,17:00,0.554
2019/06/11,18:00,0.55
2019/06/11,19:00,0.555
2019/06/11,20:00,0.558
2019/06/11,21:00,0.56
2019/06/11,22:00,0.558
2019/06/11,23:00,0.554
2019/06/12,00:00,0.557
2019/06/12,01:00,0.541
2019/06/12,02:00,0.55
2019/06/12,03:00,0.547
2019/06/12,04:00,0.543
2019/06/12,05:00,0.538
2019/06/12,06:00,0.529
2019/06/12,07:00,0.531
2019/06/12,08:00,0.537
2019/06/12,09:00,0.541
2019/06/12,10:00,0.541
2019/06/12,11:00,0.544
2019/06/12,12:00,0.547
2019/06/12,13:00,0.548
2019/06/12,14:00,0.559
2019/06/12,15:00,0.553
2019/06/12,16:00,0.553
2019/06/12,17:00,0.55
2019/06/12,18:00,0.551
2019/06/12,19:00,0.552
2019/06/12,20:00,0.552
2019/06/12,21:00,0.549
2019/06/12,22:00,0.551
2019/06/12,23:00,0.548
2019/06/13,00:00,0.543
2019/06/13,01:00,0.546
2019/06/13,02:00,0.544
2019/06/13,03:00,0.546
2019/06/13,04:00,0.544
2019/06/13,05:00,0.54
2019/06/13,06:00,0.546
2019/06/13,07:00,0.196
2019/06/13,08:00,0.531
2019/06/13,09:00,0.555
