# Station : Brockville (14400) 
# Time Zone: EST
# Chart Datum is 73.950 metres above IGLD 1985
# For Real Time Water Levels Call 613-345-0095
Date,Time,Height
2019/06/07,03:00,1.531
2019/06/07,04:00,1.533
2019/06/07,05:00,1.548
2019/06/07,06:00,1.553
2019/06/07,07:00,1.542
2019/06/07,08:00,1.539
2019/06/07,09:00,1.537
2019/06/07,10:00,1.546
2019/06/07,11:00,1.564
2019/06/07,12:00,1.57
2019/06/07,13:00,1.572
2019/06/07,14:00,1.579
2019/06/07,15:00,1.576
2019/06/07,16:00,1.577
2019/06/07,17:00,1.568
2019/06/07,18:00,1.563
2019/06/07,19:00,1.562
2019/06/07,20:00,1.538
2019/06/07,21:00,1.543
2019/06/07,22:00,1.541
2019/06/07,23:00,1.533
2019/06/08,00:00,1.534
2019/06/08,01:00,1.536
2019/06/08,02:00,1.551
2019/06/08,03:00,1.54
2019/06/08,04:00,1.542
2019/06/08,05:00,1.527
2019/06/08,06:00,1.521
2019/06/08,07:00,1.521
2019/06/08,08:00,1.526
2019/06/08,09:00,1.516
2019/06/08,10:00,1.525
2019/06/08,11:00,1.529
2019/06/08,12:00,1.525
2019/06/08,13:00,1.534
2019/06/08,14:00,1.538
2019/06/08,15:00,1.525
2019/06/08,16:00,1.527
2019/06/08,17:00,1.534
2019/06/08,18:00,1.531
2019/06/08,19:00,1.524
2019/06/08,20:00,1.521
2019/06/08,21:00,1.508
2019/06/08,22:00,1.514
2019/06/08,23:00,1.515
2019/06/09,00:00,1.514
2019/06/09,01:00,1.522
2019/06/09,02:00,1.513
2019/06/09,03:00,1.523
2019/06/09,04:00,1.524
2019/06/09,05:00,1.53
2019/06/09,06:00,1.523
2019/06/09,07:00,1.513
2019/06/09,08:00,1.505
2019/06/09,09:00,1.518
2019/06/09,10:00,1.516
2019/06/09,11:00,1.523
2019/06/09,12:00,1.518
2019/06/09,13:00,1.52
2019/06/09,14:00,1.521
2019/06/09,15:00,1.533
2019/06/09,16:00,1.534
2019/06/09,17:00,1.528
2019/06/09,18:00,1.527
2019/06/09,19:00,1.519
2019/06/09,20:00,1.52
2019/06/09,21:00,1.511
2019/06/09,22:00,1.515
2019/06/09,23:00,1.508
2019/06/10,00:00,1.502
2019/06/10,01:00,1.513
2019/06/10,02:00,1.513
2019/06/10,03:00,1.516
2019/06/10,04:00,1.519
2019/06/10,05:00,1.516
2019/06/10,06:00,1.514
2019/06/10,07:00,1.51
2019/06/10,08:00,1.516
2019/06/10,09:00,1.515
2019/06/10,10:00,1.509
2019/06/10,11:00,1.514
2019/06/10,12:00,1.512
2019/06/10,13:00,1.513
2019/06/10,14:00,1.517
2019/06/10,15:00,1.522
2019/06/10,16:00,1.532
2019/06/10,17:00,1.528
2019/06/10,18:00,1.522
2019/06/10,19:00,1.51
2019/06/10,20:00,1.514
2019/06/10,21:00,1.532
2019/06/10,22:00,1.539
2019/06/10,23:00,1.541
2019/06/11,00:00,1.55
2019/06/11,01:00,1.583
2019/06/11,02:00,1.645
2019/06/11,03:00,1.656
2019/06/11,04:00,1.673
2019/06/11,05:00,1.648
2019/06/11,06:00,1.634
2019/06/11,07:00,1.634
2019/06/11,08:00,1.637
2019/06/11,09:00,1.611
2019/06/11,10:00,1.584
2019/06/11,11:00,1.572
2019/06/11,12:00,1.586
2019/06/11,13:00,1.587
2019/06/11,14:00,1.586
2019/06/11,15:00,1.58
2019/06/11,16:00,1.592
2019/06/11,17:00,1.599
2019/06/11,18:00,1.604
2019/06/11,19:00,1.597
2019/06/11,20:00,1.581
2019/06/11,21:00,1.572
2019/06/11,22:00,1.555
2019/06/11,23:00,1.551
2019/06/12,00:00,1.537
2019/06/12,01:00,1.54
2019/06/12,02:00,1.546
2019/06/12,03:00,1.553
2019/06/12,04:00,1.561
2019/06/12,05:00,1.562
2019/06/12,06:00,1.553
2019/06/12,07:00,1.56
2019/06/12,08:00,1.568
2019/06/12,09:00,1.576
2019/06/12,10:00,1.565
2019/06/12,11:00,1.532
2019/06/12,12:00,1.546
2019/06/12,13:00,1.543
2019/06/12,14:00,1.542
2019/06/12,15:00,1.535
2019/06/12,16:00,1.532
2019/06/12,17:00,1.526
2019/06/12,18:00,1.536
2019/06/12,19:00,1.535
2019/06/12,20:00,1.537
2019/06/12,21:00,1.526
2019/06/12,22:00,1.524
2019/06/12,23:00,1.517
2019/06/13,00:00,1.51
2019/06/13,01:00,1.507
2019/06/13,02:00,1.506
2019/06/13,03:00,1.511
2019/06/13,04:00,1.526
2019/06/13,05:00,1.537
2019/06/13,06:00,1.534
2019/06/13,07:00,1.528
2019/06/13,08:00,1.526
2019/06/13,09:00,1.542
