# Station : Burlington (13150) 
# Time Zone: EST
# Chart Datum is 74.200 metres above IGLD 1985
# For Real Time Water Levels Call 905-544-5610
Date,Time,Height
2019/06/11,22:00,1.781
2019/06/11,23:00,1.77
2019/06/12,00:00,1.78
2019/06/12,01:00,1.759
2019/06/12,02:00,1.776
2019/06/12,03:00,1.773
2019/06/12,04:00,1.774
2019/06/12,05:00,1.78
2019/06/12,06:00,1.762
2019/06/12,07:00,1.763
2019/06/12,08:00,1.776
2019/06/12,09:00,1.782
2019/06/12,10:00,1.784
2019/06/12,11:00,1.786
2019/06/12,12:00,1.805
2019/06/12,13:00,1.803
2019/06/12,14:00,1.792
2019/06/12,15:00,1.773
2019/06/12,16:00,1.78
2019/06/12,17:00,1.784
2019/06/12,18:00,1.784
2019/06/12,19:00,1.783
2019/06/12,20:00,1.767
2019/06/12,21:00,1.794
2019/06/12,22:00,1.793
2019/06/12,23:00,1.819
2019/06/13,00:00,1.786
2019/06/13,01:00,1.78
2019/06/13,02:00,1.808
2019/06/13,03:00,1.786
2019/06/13,04:00,1.785
2019/06/13,05:00,1.784
2019/06/13,06:00,1.772
2019/06/13,07:00,1.786
2019/06/13,08:00,1.783
2019/06/13,09:00,1.791
